id,name,gender,age,traits,status,interest,feature
232,Luke Donaldson,female,52,"compassionate,caring,ambitious,optimistic",engineer," Gardening ,Baking ,Arts and crafts",Watcher;Poster
233,Willow Donaldson,male,41,"fun-loving,creative,practical,energetic,patient",musician," Photography ,Coffee tasting ",Chatter
234,David Garcia,female,36,"fun-loving,creative,practical,energetic,patient",writer," Drawing ,Camping ,Foreign language learning ",Poster
235,Daisy Roberts,male,31,"compassionate,caring,practical,energetic,patient",writer," Painting ,Hiking ",Explorer;Poster
236,Ian Dalton,female,35,"compassionate,caring,practical,energetic,patient",farmer," Gardening ,Pottery ,Baking",Explorer;Chatter;Poster
237,William Underwood,male,43,"independent,creative,patient,empathetic",photographer," Bird watching ,Calligraphy ",Critic;Chatter;Poster
238,Sophia Ewing,female,52,"compassionate,caring,ambitious,optimistic",photographer," Scrapbooking ,Fishing ,Playing musical instruments ",Watcher;Poster
239,Natalie Morgan,female,51,"fun-loving,creative,practical,energetic,patient",student," Belly dancing ,Magic ,Candle making ",Watcher;Explorer;Critic;Chatter
240,Emily Morgan,male,39,"fun-loving,creative,practical,energetic,patient",writer," pottery ,Movie memorabilia ",Watcher;Explorer
241,William Dixon,male,59,"caring,ambitious,optimistic,patient",student," Failed  app ,Pens ",Watcher;Critic
242,Charlotte Lee,male,39,"fun-loving,creative,ambitious,patient",writer," Lamps ,Watches ,Tablets ",Watcher;Explorer;Critic;Chatter;Poster
243,Gabriel Bennett,male,59,"compassionate,caring,ambitious,optimistic",retired," Computers ",Watcher;Chatter;Poster
244,Grace Johnson,female,62,"compassionate,caring,ambitious",nurse," Nail arts ,Outdoor  shoes ",Explorer;Critic
245,Elijah Davidson,male,68,"fun-loving,compassionate,caring,ambitious,optimistic",photographer," Office appliances ,Bags ",Watcher;Chatter
246,Sarah Cook,female,56,"compassionate,patient,empathetic,practical",teacher," Vacuum cleaners ,Exercise equipment ",Explorer;Poster
247,Lucas Bell,female,55,"compassionate,caring",artist," Tablets ",Poster
248,Felix Bauer,male,48,"good at recommendations, popular, enthusiastic, humorous, and good at live streaming",network anchor,"technology, gaming, gadgets, and lifestyle",Poster
249,Brooklyn Clay,female,40,"independent,creative,patient",entrepreneur," Tablets ",Watcher
250,Isabella Kennedy,female,39,"caring,ambitious,optimistic",photographer," Virtual reality headsets ",Critic;Poster
251,David Charles,male,53,"caring,ambitious,optimistic",photographer," Office decorations ",Critic;Poster
252,Vincent Burks,female,28,"independent,creative,patient",entrepreneur," Decorative pillows ",Poster
253,Daniel Coleman,male,37,"caring,ambitious,optimistic",nurse," Perfumes ,Bumper stickers ",Poster
254,Daisy Olson,female,54,"fun-loving,practical,energetic,patient",lawyer," Jewelry ,Vintage Cameras ",Watcher
255,Katherine Baldwin,female,40,"fun-loving,creative",artist," Table games ",Watcher;Critic
256,William Armstrong,male,49,"fun-loving,independent,creative,patient",photographer," Pets ,Hair care products ",Watcher;Explorer;Chatter
257,Xavier Gibson,male,37,"caring",scientist," Myths ,Musical instruments ",Critic;Chatter;Poster
258,Elijah Smith,female,43,"independent,compassionate,caring",entrepreneur," Vases ",Chatter
259,Patrick Forbes,male,51,"compassionate,caring,ambitious",nurse," Wooden toys ",Watcher;Poster
260,Vincent Gonzalez,female,21,"fun-loving,creative,practical,energetic,patient",writer," earbuds ,Baby strollers ",Poster
261,Sarah Bennett,male,53,"independent,compassionate",designer," Golf bags ",Poster
262,David Cody,female,47,"compassionate,caring,ambitious,optimistic,independent,creative,patient,empathetic",writer," Outdoor gear ,Car accessories ,Scissors ",Critic;Chatter;Poster
263,Faith Blair,female,50,"caring",writer," Table tennis paddles ,Makeup brushes ",Critic;Poster
264,Elijah Fitzpatrick,male,22,"fun-loving,creative,practical,energetic,ambitious,optimistic",musician," Camping tables ",Chatter
265,Isabella Gibson,female,32,"independent,compassionate",farmer," Kids ",Poster
266,Brooklyn Richardson,female,35,"fun-loving,creative,ambitious,practical,energetic,patient,empathetic,compassionate,caring,independent,optimistic,ambitious",entrepreneur," Binoculars ,Outdoor gear ,Golf clubs ,Poker tables ",Explorer
267,Gabriel Parker,female,56,"fun-loving,creative,practical,energetic",retired," Home decor ,Dumbbells ",Chatter;Poster
268,Gabriel Olson,female,61,"fun-loving,creative,practical,energetic,ambitious,optimistic",student," Communication ,LCD TVs ,Mineral water taffy ",Chatter;Poster
269,Benjamin Alexander,male,34,"independent,creative,patient,empathetic",artist," Pencils ",Watcher;Chatter
270,Fiona Dean,female,50,"caring,compassionate",nurse," Gardening gloves ",Watcher;Poster
271,Madison Armstrong,male,59,"compassionate,caring,ambitious,optimistic",retired," Swiss army knife ",Explorer;Chatter
272,Addison Brooks,female,67,"compassionate,caring,ambitious,optimistic,independent,creative,practical,energetic,patient,empathetic",writer," Table tennis balls ",Watcher
273,Gabriel Carey,male,46,"compassionate,caring,ambitious,optimistic,independent,creative,practical,patient,empathetic",doctor," Fire extinguisher ",Critic;Chatter;Poster
274,Delilah Underwood,male,51,"compassionate,caring,ambitious,optimistic",lawyer," Lanterns ",Watcher
275,Evan Gibson,female,33,"independent,creative,patient,empathetic",musician," Camping cots ,Bowling balls ",Watcher;Explorer
276,Kevin Turner,female,60,"independent,creative,patient,empathetic",actor," Lavalier microphones ",Watcher
277,Victoria Grant,female,46,"independent,creative,patient,empathetic",musician," Clarinets ",Watcher
278,Faith Edwards,female,38,"fun-loving,creative,practical,energetic,patient,empathetic,compassionate,caring",photographer," Camera stands ",Watcher;Explorer;Chatter;Poster
279,Zachary Ferguson,female,50,"compassionate,caring,ambitious,optimistic",retired," Picnic blankets ,Running shoes ",Watcher;Explorer;Poster
280,Olivia Albert,male,45,"fun-loving,energetic,compassionate,ambitious,friendly",entrepreneur," Gardening ,Jigsaws ",Chatter
281,Charlotte Darling,male,42,"fun-loving,adventurous,patient,creative,friendly",musician," Fishing ,Sewing machines ,Architecture Models",Watcher;Explorer;Critic;Poster
282,Gabriel Lee,male,37,"fun-loving,adventurous,energetic,creative,friendly",writer," Video Games ,Balloons ,Color pencils ,Easels",Watcher;Explorer;Chatter
283,Theodore Allen,female,65,"compassionate,caring,patient,ambitious,optimistic",artist," Bicycles ,Scrapbooking ",Watcher;Critic
284,Jasmine English,female,39,"compassionate,caring,practical,patient,empathetic",student," Computers ",Watcher
285,Hannah Allen,male,57,"fun-loving,compassionate",actor," Boardgames ",Poster
286,Matthew Bell,male,62,"fun-loving,patient,empathetic,ambitious,friendly",engineer," Gardening ",Watcher;Chatter;Poster
287,Matthew Conner,female,54,"optimistic,compassionate,caring,patient,adventurous",designer," Fashion Design ,Camping gear ,Knitting needles ,Treadmills ",Watcher
288,Henry Underwood,female,49,"optimistic,compassionate,patient,practical,friendly",designer," Knitting supplies ,Fishing gear ,Fabric ",Watcher;Explorer;Chatter
289,Ruby Anderson,male,50,"fun-loving,compassionate,adventurous",student," Puzzles ",Watcher;Poster
290,Piper Bowen,female,33,"creative,compassionate,caring,patient",nurse," Gardening tools ,Chocolate ,Novels ",Watcher;Critic;Chatter
291,Olivia Ewing,male,28,"fun-loving,creative,practical,caring,patient",photographer," Photography equipment ",Watcher
292,Olivia Carroll,female,68,"compassionate,caring,adventurous",actor," Yoga mats ,Knitting yarn ",Explorer
293,Faith Ferguson,female,58,"compassionate,caring,adventurous,practical,patient",doctor," Coloring books ",Explorer;Chatter
294,Lucas Richardson,female,61,"compassionate,caring,patient,wise,practical",teacher," Quilting supplies ",Poster
295,Eleanor Campbell,female,54,"compassionate,caring,adventurous,practical,patient",doctor," Sewing machines ",Explorer;Chatter
296,Amelia Bell,female,61,"fun-loving,adventurous,creative,practical,caring",musician," Puzzles ,Fanfiction ",Watcher;Explorer;Critic;Poster
297,Ian Buck,female,48,"adventurous,creative,practical,caring,friendly",lawyer," Writing tools ",Explorer;Critic;Chatter
298,Ella Brown,male,52,"fun-loving,compassionate,creative,ambitious,friendly",writer," Gardening tools ",Watcher;Critic
299,Ella Burks,male,36,"fun-loving,adventurous,creative,practical,friendly",farmer," Flower pots ",Watcher;Poster
300,Rachel Bell,female,50,"fun-loving,creative,practical,energetic,patient",writer," electronics ,Camping stoves ",Watcher;Critic
301,Hudson Grant,female,29,"fun-loving,creative,optimistic,empathetic",designer," Non-Fiction Books ,Frisbee ",Watcher;Explorer;Poster
302,Chloe Cox,female,48,"compassionate,caring,ambitious,optimistic",artist," Painting ,Glassblowing ",Watcher;Chatter
303,Peter Coleman,female,21,"fun-loving,compassionate,caring,energetic,patient",musician,"  ,Electric guitars  ",Watcher;Explorer;Poster
304,Abigail Collins,male,39,"independent,creative,practical,energetic,patient",engineer," Model Building ,Robotics ",Watcher;Explorer
305,Grayson Allen,male,31,"independent,patient",actor," Musical instruments  ",Poster
306,Andrew Albert,female,42,"caring,ambitious,patient,empathetic",photographer," Canvas ,Baking ",Critic;Chatter
307,Hazel Farmer,female,56,"compassionate,caring,ambitious,optimistic",farmer," Woodworking Tools ,Camping gear ",Explorer
308,Tyler Allen,female,59,"creative,practical,energetic",actor," Books ,Clothes ",Explorer
309,Robert Johnson,male,35,"fun-loving,creative,practical,energetic,empathetic",engineer," Drones ,Computer hardware ",Watcher
310,Grayson Albert,female,37,"independent,compassionate,caring,ambitious,optimistic",teacher," Musical instruments ,Photography ",Poster
311,Lucy Evans,female,50,"independent,compassionate,caring,optimistic",entrepreneur," Books ,Antiques ",Poster
312,Harper Walker,female,65,"compassionate,caring,ambitious,patient",scientist," Gardening tools ,Star gazing equipment ",Watcher;Explorer
313,Grayson Gray,male,48,"fun-loving,compassionate,caring,optimistic",farmer," Fishing gear ,Gardening Tools ",Explorer
314,Emily Blanks,female,40,"fun-loving,compassionate,caring,ambitious,patient",farmer,"  ,Antiques ",Critic
315,Lily Clay,female,56,"independent,compassionate,caring,optimistic",engineer," Handyman tools ,Cooking Gadgets ,Art supplies  ",Watcher;Explorer;Critic;Poster
316,Felix Ferguson,male,69,"fun-loving,compassionate,caring,ambitious,optimistic",student," Art supplies ,Telescope ",Watcher;Poster
317,Piper Harris,female,50,"independent,creative,practical,energetic,patient",farmer," Books ,Gardening Tools ,Sports Gear ",Watcher;Explorer;Chatter;Poster
318,Peter Powell,female,51,"fun-loving,compassionate,caring,ambitious,optimistic",designer," Sewing machines ,Knitting needles ",Critic;Chatter;Poster
319,Mason Lee,male,50,"independent,creative,practical,energetic",artist," Drawing Pencils ,Sculpting Tools ",Watcher;Critic
320,Harper Clarke,female,55,"compassionate,caring,energetic,practical",teacher," Cooking ,Kites ",Explorer
321,Nora Bass,female,38,"fun-loving,caring,energetic,patient,empathetic",student," Electronics ,Scuba diving ",Explorer;Critic
322,Gabriel Boyd,female,64,"caring,energetic,ambitious,practical,empathetic,independent",lawyer," Reading ,Traveling ",Explorer;Critic
323,Harper Garcia,female,30,"compassionate,fun-loving,caring,energetic,patient",artist," Cooking ,Painting ",Watcher;Explorer
324,Raymond Lee,female,30,"fun-loving,energetic,ambitious",engineer," Gardening ",Chatter
325,Willow Cochran,male,66,"ambitious,compassionate,independent",engineer," DIY home improvement ,Video games ",Poster
326,Felix Alexander,female,49,"fun-loving,ambitious,energetic,patient",teacher," Knitting ,Geocaching",Watcher;Critic
327,Liam Alexander,female,26,"fun-loving,creative,energetic,patient,independent",writer," Board games ",Watcher
328,David Blanks,female,54,"ambitious,compassionate,independent",engineer," Kitesurfing ",Watcher;Explorer
329,Hunter Campbell,female,42,"compassionate,energetic,ambitious,independent",designer," Pottery ,Collecting artwork",Explorer;Critic
330,Christopher Blair,female,44,"ambitious,compassionate,caring,creative",teacher," Acting ,Coffee roasting ",Critic;Chatter
331,Lauren Clark,male,47,"caring,compassionate,creative,patient,practical",teacher," Flower arranging ,Matchstick model building ",Watcher;Critic;Poster
332,Thomas Underwood,female,45,"fun-loving,caring,energetic,practical,patient",photographer," Photography ,Sketching ",Poster
333,Hazel Albert,female,63,"compassionate,creative,energetic,patient",engineer," Birdwatching ,Cooking ,Dancing",Chatter;Poster
334,Isabella Friedman,male,60,"patient,compassionate,independent",photographer," Painting ,Surfing",Poster
335,Thomas Fraser,male,39,"caring,creative,compassionate,independent",nurse," Soccer ,Airbrushing ",Critic;Chatter
336,Elijah English,female,43,"fun-loving,ambitious,energetic",engineer," Calligraphy ,Caving",Chatter
337,Ian Boyd,female,67,"caring,compassionate,independent",farmer," Playing musical instruments ,Archery",Watcher
338,Henry Turner,female,44,"creative,compassionate,energetic,patient,practical",photographer," Coin collecting ,Genealogy ",Critic
339,Gavin Grant,male,31,"independent,creative,energetic,patient",photographer," Card games ,Motorcycling ",Poster
340,Henry Cox,male,61,"fun-loving,compassionate,energetic",teacher," Sports equipment ,Boating ",Watcher;Chatter
341,Jacob Cooper,female,50,"independent,compassionate,ambitious,energetic,fun-loving",farmer," Camping accessories ,Skating shoes ",Watcher;Critic;Chatter
342,Xavier Donahue,female,43,"fun-loving,caring,patient,diligent",actor," gardening tools ",Watcher;Chatter
343,Blake Bauer,female,41,"compassionate,caring",engineer," Musical instruments ,Non-fiction ",Watcher;Explorer
344,Harper Dixon,male,58,"independent,compassionate,energetic",scientist," Running shoes ,Video games ",Critic;Chatter
345,Kyle Conley,female,54,"fun-loving,compassionate,energetic",artist," Camping equipment,Knitting needles ",Watcher
346,Matthew Diaz,female,42,"fun-loving,ambitious,empathetic",lawyer," Fitness equipment ",Poster
347,Nora Burns,female,49,"fun-loving,compassionate",artist," Cooking equipment ,Sailing equipment ",Watcher;Explorer
348,Peter Coffey,female,54,"independent,compassionate,energetic",entrepreneur," Power tools ,Golf clubs ",Watcher;Critic
349,Olivia Morgan,male,33,"caring,compassionate,responsible,empathetic",teacher," Cycling equipment ,Golf clubs ",Explorer;Chatter;Poster
350,Sarah Grant,male,48,"fun-loving,compassionate,patient",writer," Action figures ,Musical instruments ",Watcher;Critic
351,Delilah Diaz,male,37,"fun-loving,patient,adventurous,empathetic",photographer," Videogames consoles ,Outdoor Equipment ",Chatter
352,David Dalton,female,65,"fun-loving,compassionate,practical,energetic,patient",lawyer," Wine glasses ,Camping gear ",Watcher
353,Finnegan Parker,female,51,"fun-loving,compassionate,practical,empathetic",teacher," Art supplies ,Sports equipment ",Watcher;Critic;Poster
354,Katherine Allen,female,31,"fun-loving,compassionate,courageous",farmer," Gardening tools ,Baking supplies ",Watcher;Critic
355,Finn Chase,female,54,"fun-loving,compassionate,energetic",artist," Yoga mats ,Hiking equipment ",Watcher;Explorer
356,Michael Lewis,male,65,"compassionate,caring,responsible,empathetic",student," Stationery ,Basketball hoop ",Watcher;Poster
357,Blake Charles,male,52,"fun-loving,compassionate,energetic,adventurous",musician," DJ equipment ,Surfing equipment ",Watcher;Explorer;Critic;Poster
358,Hunter Clark,male,55,"responsible,fun-loving,compassionate,adventurous",musician," Fishing gear ,Camping gear ",Explorer;Chatter;Poster
359,Wesley Mitchell,female,47,"compassionate,courageous,energetic",artist," Drawing tablets ,Woodworking tools ",Watcher;Poster
360,Brooklyn Blanks,male,43,"creative,patient,empathetic",farmer," Kids ,Tennis rackets ",Critic;Chatter
361,Mason Donaldson,male,41,"fun-loving,energetic,optimistic",doctor," Golf Clubs ,Camping stoves ",Watcher
362,William Bass,male,52,"energetic,practical,patient,ambitious",farmer," Tennis rackets ,Communication ",Watcher
363,Thomas Fisher,female,51,"caring,patient,ambitious,optimistic",writer," Gardening tools ,Baking stoves ",Watcher;Critic
364,Jasmine Farmer,female,56,"creative,patient,empathetic,ambitious,optimistic",teacher," Sketch pads ,Gardening tools ",Watcher;Chatter
365,Jonah Clay,male,36,"fun-loving,practical,patient,ambitious,optimistic",designer," Running shoes ,Paints ",Watcher
366,Finn Bernard,female,39,"creative,compassionate,artistic",artist," Paints ,Sketch pads ",Watcher;Critic;Poster
367,Zoe Duncan,female,45,"compassionate,caring,outgoing",photographer," Communication ,Travel books ",Poster
368,Aaron Lee,male,62,"fun-loving,caring,adventurous",musician,"Vinyl records",Watcher;Critic
369,Fiona Johnson,male,48,"energetic,ambitious,patient",lawyer," Baking stoves",Critic;Chatter
370,Thomas Garcia,female,27,"independent,practical,energetic,ambitious",nurse," Running shoes ,Camping stoves ",Watcher;Explorer
371,Tyler Ferguson,male,50,"creative,practical,patient,adventurous,friendly",actor," Comedy Books ,Tickets to shows",Watcher;Critic
372,Ryan Friedman,male,31,"fun-loving,independent,adventurous",musician," Musical instruments ,Vinyl records ",Watcher;Poster
373,Finn Coffey,female,54,"caring,practical,adventurous",lawyer," Seat covers ,Outdoor furniture ",Explorer;Poster
374,Jonah Buck,female,59,"creative,practical,patient,optimistic",student,"Watercolor paints",Watcher
375,Felix Carey,male,60,"creative,ambitious,patient",writer," Camping stoves ,Gardening tools ",Critic;Chatter;Poster
376,Finn Blair,male,45,"independent,compassionate,adventurous",retired,"Walking shoes",Watcher;Explorer;Critic;Chatter
377,Abigail Clarke,female,63,"fun-loving,caring,friendly",doctor," Medicine ,Travel books ",Watcher;Chatter;Poster
378,Lucas Dalton,male,48,"creative,practical,patient",writer," Typewriters ,Bookshelves ",Critic
379,Lily Bauer,male,50,"compassionate,caring,patient",teacher," Pencils ,Sketch pads ",Critic
380,Emma Anderson,male,46,"fun-loving,creative",entrepreneur," Surfboards,Bicycles ",Watcher;Critic;Poster
381,Lucy Bowen,female,39,"compassionate,caring,ambitious,independent,creative",designer," Paintbrushes,Fabric ,Fashion magazines ",Watcher;Poster
382,Zoe Allen,female,45,"empathetic,compassionate,caring",photographer," Communication,Outdoor,Seat covers,Kitchen Appliances",Critic;Chatter
383,Rachel Flores,female,35,"creative,practical,empathetic,ambitious",retired," Animals ,Candles ",Critic;Chatter
384,Victoria Foster,male,63,"fun-loving,caring",retired," Family vacations ",Watcher;Poster
385,Jacob Bernard,male,32,"ambitious",retired," Sports memorabilia ",Watcher
386,Thomas Blevins,male,50,"caring,patient,practical,fun-loving",nurse," Healthy cookbooks,Essential oils ",Poster
387,Katherine Anderson,male,63,"compassionate,caring,patient,fun-loving",designer," Sewing machines ",Critic;Chatter
388,Owen Baldwin,male,70,"fun-loving",musician," Mixers,Electric guitars ",Watcher;Poster
389,Avery Charles,male,41,"independent,patient,compassionate,fun-loving",actor," Board games ",Watcher
390,Felix Fraser,female,36,"practical",student," Textbooks ",Critic
391,Sarah Walker,female,34,"independent,energetic,ambitious,compassionate,creative",lawyer," Office supplies ",Watcher;Poster
392,Zoe Bowen,male,45,"fun-loving,energetic,patient,compassionate",teacher," Classroom supplies,Educational games ",Explorer;Critic
393,Oliver Gray,male,23,"independent,creative,patient,empathetic",engineer," Keyboards,Non-fiction ",Watcher;Critic
394,Finnegan Berry,female,52,"patient,creative",lawyer," Art supplies ",Poster
395,Daisy Bauer,male,57,"compassionate,caring,patient,ambitious,fun-loving",lawyer," Office furniture,Legal dramas ",Watcher;Chatter
396,Luke Fitzpatrick,female,49,"fun-loving,compassionate",musician," Sheet music,Microphones ",Critic;Poster
397,Faith Lee,female,45,"empathetic,caring,independent,ambitious,patient",scientist," Science kits ",Watcher;Chatter
398,Charlotte Blanks,female,58,"compassionate,energetic,patient,creative",designer," Paint samples,Sketchbooks ",Watcher;Poster
399,Olivia Conley,male,31,"independent,creative,patient,empathetic",engineer," Robotics kits ",Critic
400,Luke Richardson,female,54,"caring,ambitious,compassionate,independent",student," sewing ,Birdwatching ,Quilting ",Chatter
401,Addison Diaz,male,50,"creative,practical,empathetic,energetic",photographer," Communication ,Fitness equipment ",Chatter;Poster
402,Robert Bell,male,34,"creative,patient,compassionate,practical,fun-loving",student," Running shoes ,Scrapbooking ,Sewing machine accessories ",Chatter;Poster
403,Kevin Morgan,female,55,"optimistic,energetic,independent",student," Quilting ,Toys & games ",Poster
404,Zachary Fisher,male,45,"ambitious,compassionate,creative,practical,fun-loving",designer," Non-fiction ,Camping stoves ",Watcher;Explorer;Critic;Chatter
405,Zachary Cox,female,30,"optimistic,ambitious,patient,caring",farmer," Non-fiction ,Fishing rods ,Scuba diving equipment ",Explorer;Critic
406,Eleanor Bauer,female,32,"patient,caring,compassionate,creative,ambitious",doctor," Hunting ,Bicycles ,Toys & games ",Explorer;Critic
407,Nora Byrd,male,51,"empathetic,caring,practical,ambitious",retired," Table tennis equipment ,Non-fiction ,Fitness Tech ",Explorer
408,Willow Buck,male,52,"compassionate,ambitious,creative",entrepreneur," Non-fiction ,Digital cameras ,Camping stoves ",Critic;Chatter;Poster
409,Vincent Gonzalez,female,39,"fun-loving,empathetic,optimistic,caring",retired," Table tennis equipment ,Outdoor ,Walking devices,toys & games ",Explorer;Poster
410,Daisy Blevins,male,41,"independent,optimistic,energetic,fun-loving",nurse," Non-fiction ,Binoculars ,Hunting ",Watcher
411,Thomas Fowler,male,34,"creative,optimistic,compassionate,fun-loving,energetic",musician," Non-fiction ,Outdoor ,Yoga ball ,Tennis equipment ",Poster
412,Andrew Charles,female,36,"compassionate,caring,ambitious,practical,fun-loving",entrepreneur," Outdoor ,Toys & games ,Quilting ",Watcher;Explorer;Poster
413,Hannah Allen,female,49,"independent,caring,practical,ambitious,compassionate",designer," Toys & games ,Sewing machine accessories ",Watcher;Chatter
414,Elizabeth Brooks,female,35,"fun-loving,practical,compassionate,independent,energetic",actor," Walking devices ,Non-fiction ,Hunting ",Chatter
415,Lucy Parker,male,54,"empathetic,independent,compassionate,practical",nurse," boats ",Explorer;Poster
416,Ian Kennedy,female,55,"fun-loving,practical,energetic,patient,independent",nurse," Outdoor ,Non-fiction ,Camping stoves ",Critic;Chatter
417,Finnegan Carroll,female,33,"empathetic,ambitious,creative,independent,energetic",designer," Binoculars ,Walking devices ",Critic
418,Matthew Roberts,male,41,"empathetic,ambitious,independent,practical,patient",musician," Outdoor ,Non-fiction ,Skates,boats ",Watcher;Chatter;Poster
419,Brooklyn Olson,male,54,"compassionate,creative,ambitious",artist," Fitness Tech ,Non-fiction ,Tennis rackets ",Explorer;Critic;Chatter
420,Bennett Byrd,female,41,"independent,creative,patient,empathetic",designer," Chess ,Rock collecting ",Critic;Chatter;Poster
421,Elijah Brown,male,35,"fun-loving,practical,energetic,patient",engineer," Skiing ,Basketball hoops ",Chatter
422,Henry Fraser,female,49,"compassionate,ambitious,optimistic",entrepreneur," Arts,Crafts ",Watcher;Explorer
423,Tyler Harris,male,65,"independent,creative,patient,empathetic",designer," Antiquing; Air sports ",Critic;Chatter
424,Blake Dawson,male,43,"compassionate,ambitious,optimistic",entrepreneur," Sketching,Yoga ",Watcher;Poster
425,Ava Burks,male,44,"independent,creative,patient,empathetic",musician," Video Gaming ,Fishing ",Poster
426,Piper Harris,male,51,"compassionate,caring,ambitious,optimistic",lawyer," Juggling ,Woodworking ",Watcher;Critic
427,Christopher Berry,female,25,"fun-loving,creative,practical,energetic,patient",engineer," Video Gaming ,Fishing ",Watcher;Explorer;Critic;Chatter;Poster
428,Oliver Friedman,female,47,"fun-loving,practical,energetic,patient",teacher," Soap Making ,Pottery ",Watcher;Poster
429,Andrew Duncan,female,42,"fun-loving,creative,practical,energetic,patient",musician," Soap Making ,Pottery ",Watcher;Chatter
430,Alexander Gonzalez,male,39,"fun-loving,practical,energetic,patient",lawyer," Yoga ,Basketball hoops ",Watcher;Explorer
431,Faith Smith,male,56,"compassionate,caring,ambitious,optimistic",nurse," Knitting,Yoga ",Watcher;Poster
432,Hazel Parker,male,50,"fun-loving,compassionate,practical,energetic",farmer," Pet Hobbies ,Gunsmithing ",Chatter
433,Simon Buck,male,41,"fun-loving,practical,energetic,patient",student," Fishing ,Metal Detecting ",Chatter;Poster
434,Evan Buck,male,26,"compassionate,ambitious,optimistic",student," Magic ,Robotics ",Watcher;Poster
435,David Ewing,male,38,"independent,compassionate",actor," Birding ,Amateur geology ",Watcher
436,Noah Baldwin,female,48,"full of life,smart,lively",student," Model Rockets ,jewelry ",Watcher;Explorer
437,Madison Donaldson,female,51,"fun-loving,practical,energetic,patient",retired," Dance ,Yoga ",Chatter
438,Blake Byrd,female,32,"independent,creative,patient,empathetic",farmer," Pottery ,Macrame ",Watcher;Explorer
439,Mason Barker,male,51,"fun-loving,practical,energetic,patient",engineer," Fishing ,Video Gaming ",Watcher;Poster
440,Kyle Clark,male,42,"fun-loving,independent,practical",retired," Sewing ,Coffee Making",Watcher;Poster
441,Natalie Charles,male,50,"compassionate,caring,ambitious,optimistic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Explorer;Poster
442,Ian Donaldson,female,52,"caring,compassionate,practical",farmer," Engineering ,Ballet ,Photography ",Poster
443,Alexander Fitzpatrick,female,51,"fun-loving,independent,friendly,patient,flexible",retired," Sewing ",Chatter;Poster
444,Christopher Berg,female,29,"adventurous,artistic,practical",musician," Writing Instruments,Snowboarding ",Chatter
445,Grace Byrd,female,70,"fun-loving,compassionate,creative,practical,patient",actor," Embroidery ,Motorcycle Riding",Watcher;Chatter
446,Harper Barker,female,45,"ambitious,compassionate,friendly,patient",doctor," Sand castles ",Chatter;Poster
447,Aaron Evans,male,28,"compassionate,caring,ambitious,practical",engineer," Cookbooks,Gaming ,Computer Programming,Knitting ",Watcher;Explorer
448,Madison Davidson,female,28,"compassionate,creative,patient,empathetic",writer," Keyboards,Non-fiction ",Watcher;Explorer;Chatter
449,Sophia Cochran,female,46,"flexible",musician," Candle Making",Watcher
450,Evan Simmons,male,28,"compassionate,caring,ambitious,optimistic",entrepreneur," Entrepreneurship ,resourcefulness ,Gardening ",Watcher;Explorer;Poster
451,Kaitlyn Albert,female,41,"caring,ambitious,optimistic",engineer," civil engineering ,Cooking ,Learning A Foreign Language ,Airbrushing ",Chatter
452,Mason Carey,female,67,"independent,compassionate,fun-loving,flexible",retired," Crocheting ,Sailing ",Watcher;Critic
453,Harper Cooper,female,43,"caring,ambitious,optimistic",photographer," Learning A New Language ,Sushi Making ,Scrapbooking",Watcher;Critic
454,Madison Barker,male,55,"compassionate,caring,ambitious,optimistic",writer," Engineering ,Baseball ,Disc Golf ,Reading",Watcher;Critic;Poster
455,Finn Fowler,female,43,"independent,compassionate,creative,flexible",teacher," Electronics ,Lego Building ",Watcher;Critic;Poster
456,Isla Blanks,female,47,"ambitious,friendly,energetic,empathetic",student," Jai Alai,Parkour,",Watcher;Explorer;Chatter;Poster
457,Amelia Barker,female,64,"compassionate,caring,fun-loving,practical",photographer," Candle Making ,Listening to music ",Watcher;Critic
458,Gabriel Dalton,male,49,"adventurous,fun-loving,independent",musician," Handball ,Cubing ",Explorer;Poster
459,Jade Carroll,male,52,"independent,ambitious,energetic",lawyer," Dieting,Animal care ",Watcher;Explorer;Poster
460,Madison Brown,female,53,"compassionate,independent,empathetic",doctor," Yoga ,Chalks",Watcher;Poster
461,Theodore Morgan,male,52,"patient,adventurous,fun-loving",designer," Chalks ,Binoculars",Watcher;Critic
462,Kevin Underwood,male,23,"energetic,practical,ambitious,caring",actor," Camping stoves,Bronze coins ,Books",Watcher;Explorer;Chatter;Poster
463,Ryan Campbell,female,39,"caring,energetic,adventurous,compassionate",scientist," Netbook ,Dolls,Outdoor",Critic;Poster
464,Theodore Grant,female,55,"creative,empathetic,fun-loving,patient",lawyer," Pants ,Binoculars",Watcher
465,Patrick Forbes,male,42,"compassionate,caring,adventurous",writer," Books ,Jackets",Watcher;Poster
466,Mia Dixon,female,70,"practical,patient,optimistic,fun-loving",designer," Smartphones ,Wedding(Bridal)",Poster
467,Andrew Gray,female,29,"compassionate,adventurous,caring,patient",engineer," Bowling balls ,Outdoor",Explorer;Poster
468,Finnegan Fisher,female,27,"adventurous,compassionate,fun-loving,creative",artist," Drawing pad ,Tablet",Explorer;Poster
469,Georgia Carey,male,42,"creative,adventurous,caring,practical",designer," Digital Camera ,Kitchen Goods ",Explorer
470,Isabella Donahue,male,46,"adventurous,caring,energetic,fun-loving",artist," Luxury watches ,Toys",Watcher
