id,name,gender,age,traits,status,interest,feature
1663,Ian Gonzalez,male,42,"compassionate,caring",farmer," Fishing gear ,Picnic baskets ,Fireplace accessories ",Explorer;Poster
1664,George Dixon,female,30,"fun-loving,adventurous,energetic,patient,compassionate",artist," Sunglasses ,Board games ,Origami ",Watcher;Explorer;Chatter
1665,Christopher Fraser,male,24,"independent,creative,compassionate",designer," Art supplies ,Cooking utensils ,Baking accessories ,Live plants ",Watcher;Explorer;Critic;Poster
1666,Nora Bauer,male,40,"practical,patient,adventurous,fun-loving",artist," Pasta makers ,Patio furniture ",Chatter;Poster
1667,Caleb Foster,female,33,"compassionate,caring",scientist," Garden tools ,Yoga mats ",Watcher
1668,Elizabeth Turner,male,44,"independent,compassionate,patient,adventurous",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Critic
1669,Isla Boyd,male,32,"compassionate,creative,adventurous,energetic,patient",lawyer," Survival kits ,Hiking boots ,Raincoats ,Solar-powered gear ",Explorer;Poster
1670,Kevin Albert,male,55,"independent,compassionate",entrepreneur," Bicycles ,Fitness equipment ,Gardening tools ,Outdoor clothing ",Watcher;Explorer;Poster
1671,Amelia Olson,female,29,"independent,creative,compassionate",farmer," Organic fertilizers ,Canning supplies ",Watcher;Explorer;Critic
1672,Hazel Underwood,female,54,"adventurous,creative,empathetic,patient",musician," Musical instruments ,Music stands ,Vintage records ",Critic;Chatter
1673,Isabella Blanks,male,32,"independent,creative,patient",teacher," Educational games ,Reading glasses ,Bookmarks ",Watcher;Explorer
1674,Hannah English,female,47,"fun-loving,compassionate,caring",farmer," Bird feeders ,Gardening gloves ",Chatter
1675,Emily Brooks,female,57,"independent,compassionate,patient,adventurous",lawyer," Sudoku books ,Crossword puzzles ,Candles ,Blank journals ",Watcher;Critic;Poster
1676,Jonah Morgan,male,44,"independent,creative,patient,adventurous",engineer," Keyboards ,Non-fiction books,Kick scooters ",Explorer;Chatter
1677,Olivia Bernard,female,33,"fun-loving,creative,compassionate",designer," Photography ,DIY crafting ,Fashion illustration ",Watcher;Critic;Poster
1678,William Cochran,female,44,"compassionate,caring",doctor," Houseplants ,Fitness trackers ",Poster
1679,Faith Cook,female,32,"compassionate,caring,fun-loving",musician," Tennis rackets ,Harmonicas ",Chatter
1680,Harper Burns,male,61,"fun-loving,energetic,practical,patient",actor," Watches ,Exploring ,Posting pictures ",Poster
1681,Gabriel Cody,male,32,"compassionate,caring,ambitious,optimistic",nurse," Watching TV shows ",Watcher
1682,Luke Albert,female,40,"patient,empathetic,practical,independent",artist," Watching shows ,Exploring ,Posting pictures ",Watcher;Explorer;Poster
1683,Christopher Eaton,male,70,"independent,compassionate,caring",actor," Traveling ",Explorer
1684,Harper Bass,male,65,"compassionate,ambitious,practical,energetic,patient",artist," Chatting ",Chatter
1685,Ian Cochran,male,40,"compassionate,ambitious,practical,energetic,patient",actor," Watching TV shows ,Exploring ,Chatting ",Watcher;Explorer;Chatter
1686,Christopher Gray,male,26,"compassionate,caring,ambitious,optimistic",doctor," Chatting ",Chatter
1687,Natalie Lawson,female,41,"caring,ambitious,optimistic",artist," Criticizing ,Chatting ",Critic;Chatter
1688,Oliver Walker,male,55,"compassionate,caring,patient,optimistic",musician," Watching ,Criticizing ,Posting pictures ",Watcher;Critic;Poster
1689,Blake Cody,male,29,"fun-loving,energetic,ambitious,optimistic",nurse," Watching TV shows ,Exploring ,Posting pictures ",Watcher;Explorer;Poster
1690,Faith Burks,female,48,"fun-loving,compassionate,practical,optimistic",musician," Watching shows ",Watcher;Poster
1691,Lily Carey,female,40,"compassionate,caring,ambitious,optimistic",teacher," Watching TV shows ",Watcher
1692,Sadie Campbell,female,53,"compassionate,independent,caring",entrepreneur," Watching TV shows ,Chatting ",Watcher;Chatter
1693,George Cooper,male,65,"compassionate,patient,empathetic,optimistic",writer," Exploring ,Chatting ",Explorer;Chatter
1694,Nora Cox,female,29,"compassionate,caring,ambitious,optimistic",writer," Watching TV shows ,Exploring ,Posting pictures ",Watcher;Explorer;Poster
1695,William Cooper,male,36,"caring,empathetic,compassionate",musician," Criticizing ",Critic
1696,Delilah Bauer,female,35,"compassionate,caring,ambitious,optimistic,patient",retired," Watching TV shows ,Criticizing ",Watcher;Critic
1697,Hunter Conley,male,60,"fun-loving,practical,patient,compassionate",photographer," Watching TV shows ,Exploring,Posting pictures ",Watcher;Explorer;Poster
1698,Emma Smith,female,34,"compassionate,ambitious,optimistic",entrepreneur," Exploring ",Explorer
1699,Chloe Alexander,female,53,"patient,empathetic,compassionate,caring",actor," Criticizing ,Chatting ",Critic;Chatter
1700,Hudson Cook,female,40,"fun-loving,creative,practical,energetic,patient",actor," Tennis rackets ,Action figures ,Model cars ",Watcher;Critic;Poster
1701,Robert Harris,male,43,"fun-loving,patient,independent,ambitious,practical",retired," Gardening tools ,LEGO sets ",Watcher
1702,Hunter Parker,male,37,"compassionate,patient,optimistic,ambitious",doctor," DIY electronics ,Playing musical instruments ",Poster
1703,Willow Darling,male,42,"fun-loving,optimistic,patient",scientist," Computer programming ,Board Games ",Critic
1704,Jack Dalton,male,43,"independent,compassionate",lawyer," Board games ,Non-fiction ",Watcher;Critic
1705,Elizabeth Bowen,female,53,"independent,patient,compassionate,energetic",student," Gardening ,Knitting ",Chatter
1706,Peter Turner,female,60,"independent,compassionate,caring,adventurous",retired," Biking ,Puzzles ,Woodworking ",Explorer;Poster
1707,Grayson Lewis,male,61,"optimistic,patient,compassionate",nurse," Hiking ,Film photography ",Poster
1708,Eleanor Brooks,male,40,"independent,creative,practical,ambitious",designer," Painting ,Pottery ",Watcher;Explorer
1709,Xavier Burns,male,48,"independent,compassionate,caring,practical,ambitious",photographer," Traveling ,Gardening ",Watcher;Explorer;Chatter
1710,Timothy Burns,female,32,"independent,creative,fun-loving,energetic,ambitious",doctor," Yoga ,Meditation ",Chatter;Poster
1711,Finnegan Conley,male,37,"fun-loving,compassionate,adventurous,caring",artist," Sculpting ,Calligraphy ",Explorer
1712,Benjamin Bell,female,60,"compassionate,caring,optimistic,energetic",student," Knitting ,Calligraphy ",Watcher;Explorer;Poster
1713,Patrick Lee,male,33,"independent,creative,patient,empathetic",engineer," DIY electronics ,Golf ",Watcher;Explorer;Poster
1714,Grayson Durham,female,62,"caring,adventurous",musician," Dance ,Sailing ",Watcher;Chatter
1715,Grace Parker,male,49,"creative,compassionate,independent,optimistic",writer," Knitting ,Gardening ",Explorer
1716,Aaron Farmer,female,54,"compassionate,caring,ambitious,optimistic",farmer," Jigsaw puzzles ,Cooking ",Watcher;Poster
1717,Robert Fowler,male,69,"compassionate,caring,independent",teacher," Tennis rackets ,Model trains ",Critic;Poster
1718,Nora Friedman,female,63,"fun-loving,compassionate,caring,adventurous",entrepreneur," Pottery ,Wine tasting ",Chatter
1719,Gavin Cook,male,69,"creative,practical,patient,fun-loving",photographer," Baking ,Fishing ",Watcher;Chatter
1720,Bennett Alexander,male,60,"caring,compassionate,independent,empathetic",nurse," Knitting ,Collecting artwork ,Robotics ",Watcher;Explorer;Chatter
1721,Madison Berg,male,55,"fun-loving,creative,patient,practical",artist," Ceramic art ,Coffee brewing ",Critic;Chatter
1722,Piper Darling,female,27,"ambitious,energetic,fun-loving,creative,patient",artist," Paint Mixing ,Leatherworking ",Explorer;Poster
1723,Patrick Kennedy,male,43,"independent,creative,patient,empathetic,optimistic",engineer," Pottery ,Glassblowing ",Watcher;Poster
1724,Aaron Blair,male,53,"fun-loving,creative,patient,energetic,practical",lawyer," Board games ,Magic tricks ",Watcher;Chatter;Poster
1725,Lauren Bernard,male,51,"independent,creative,patient,fun-loving,practical",nurse," Cooking ,Gardening ,Fishing ",Watcher;Poster
1726,Finn Durham,female,61,"caring,compassionate,ambitious,energetic,practical",photographer," Astrology ,Birdwatching ",Critic;Poster
1727,Ian Lewis,male,43,"independent,creative,patient,empathetic,optimistic",writer," Woodworking ,Genealogy ",Critic;Poster
1728,Thomas Bauer,female,55,"ambitious,energetic,fun-loving,creative,patient",writer," Calligraphy ,Pottery ",Chatter
1729,Amelia Walker,male,41,"independent,patient,optimistic,creative,compassionate",teacher," Origami ,Flower pressing ",Explorer
1730,Ella Eaton,female,48,"compassionate,ambitious,energetic,practical",scientist," Coin collecting ,Hiking ",Watcher;Explorer
1731,Addison Watson,female,39,"energyentic,creative,practical,patient,optimistic",musician," DJ equipment ,Vinyl records ",Watcher;Chatter
1732,Victoria Dunn,female,37,"independent,compassionate,ambitious,patient,pragmatic",retired," Antiquing ,Scrapbooking ",Explorer
1733,Peter Bowen,female,36,"creative,compassionate,practical,energetic",entrepreneur," Fashion design ",Watcher;Critic;Poster
1734,Wesley Carey,female,62,"creative,patient,empathetic,practical,energetic",engineer," Model building ",Critic;Poster
1735,Piper Berry,female,43,"fun-loving,creative,practical,patient",musician," Guitar building ",Watcher;Explorer;Poster
1736,Harper Dixon,female,59,"compassionate,energetic,ambitious,creative",photographer," Brewing beer ,Urban exploration ",Explorer;Critic
1737,Chloe Lawson,female,55,"compassionate,independent,energetic,pragmatic,fun-loving",entrepreneur," Jewelry making ,Sculpture ",Watcher;Explorer
1738,Christopher Gonzalez,female,61,"fun-loving,creative,energetic,practical",teacher," Cake decorating ",Chatter;Poster
1739,Amelia Bell,male,32,"independent,compassionate,ambitious,patient,creative",musician," Beatboxing ",Chatter;Poster
1740,Daisy Carroll,male,38,"fun-loving,creative,practical,energetic",artist," Bikes ,Charcoal pencils ,Climbing shoes ",Watcher;Chatter
1741,Emma Dean,male,25,"fun-loving,patient,empathetic",student," Wooden puzzles ,Climbing shoes ",Explorer
1742,Chloe Foster,male,70,"caring,ambitious,optimistic",retired," Outdoor ,Seat covers ,Drones ,Car Covers ",Watcher;Critic
1743,Noah Buck,female,26,"compassionate",farmer," Hiking boots ",Critic
1744,Hunter Farmer,female,52,"fun-loving,creative,compassionate,ambitious,practical",designer," Sewing machines ,Gardening equipment ,Power drills ",Watcher;Critic
1745,Christopher Bowen,male,34,"fun-loving,independent,compassionate,energetic,patient",actor," Musical instruments ,DJ equipment ,Bikes ",Watcher;Chatter;Poster
1746,Xavier Brady,female,66,"ambitious,independent,empathetic",designer," Fabric ,Sewing machines ,Knitting needles ",Critic;Poster
1747,Kyle Albert,female,48,"compassionate,caring,practical,ambitious,creative",engineer," Keyboards ,Non-fiction ",Critic;Poster
1748,Chloe Blanks,male,67,"independent,patient,empathetic,compassionate",teacher," Board games ,Science fiction books ,Video games ",Watcher;Critic;Chatter
1749,Peter Ewing,female,42,"fun-loving,practical,patient,empathetic",student," Yoga mats ,Hiking boots ",Watcher
1750,Lily Bass,male,25,"fun-loving,creative,energetic",musician," Guitars ,Sheet music ,Microphones ",Watcher;Critic;Poster
1751,Hazel Barker,female,54,"independent,creative,practical,compassionate,ambitious",designer," Knitting needles ,Sewing machines ,Fabrics ",Watcher;Explorer;Critic
1752,Eleanor Conley,male,32,"fun-loving,compassionate",nurse," First aid kits ,Nursing textbooks ",Watcher
1753,Delilah Conner,female,55,"compassionate,caring,practical,patient",artist," Paintbrushes ,Easels ,Canvases ",Watcher
1754,Hannah Bowen,female,57,"fun-loving,ambitious,practical,patient,energetic",farmer," Gardening equipment ,Seedlings ,Power drills ",Watcher;Critic;Poster
1755,Willow Johnson,male,44,"fun-loving,independent,energetic,patient",lawyer," Books ,Board games ,Sports equipment ",Watcher
1756,Chloe Edwards,male,46,"fun-loving,practical,patient",photographer," Camera lenses ,Tripods ,Photo editing software ",Watcher;Chatter
1757,Fiona Gray,male,29,"fun-loving,independent,patient",lawyer," Adventure gear ,Travel books ,Sports equipment ",Watcher;Poster
1758,Xavier Evans,female,24,"ambitious,creative,practical,energetic",scientist," Science fiction books ,Laboratory equipment ",Critic
1759,Harper Blevins,female,65,"caring,compassionate,ambitious,practical",farmer," Gardening tools ,Canning supplies ",Watcher
1760,Faith Armstrong,male,50,"compassionate,ambitious,practical,patient",farmer," Vegetable gardening ,Knitting ,Horseback riding ",Watcher;Explorer;Critic;Chatter;Poster
1761,Zachary Ferguson,female,35,"fun-loving,energetic,compassionate,practical,patient",designer," Ceramics ,Musical instruments ",Chatter;Poster
1762,Elizabeth Clarke,female,64,"independent,creative,patient,practical",student," Gaming ,Gardening ,Musical instruments ,Pottery ",Explorer;Chatter;Poster
1763,Ruby Conley,female,46,"compassionate,practical,creative,energetic",farmer," Baking ,Candle making ,Woodworking ,Knitting ",Watcher;Explorer;Critic;Poster
1764,Abigail Cochran,male,45,"independent,patient,empathetic,ambitious",farmer," Baking ,Scrapbooking ",Poster
1765,Emma Mitchell,female,45,"creative,practical,patient,energetic",retired," Fishing ,Hiking ,Painting ",Watcher
1766,Ruby Adams,male,64,"caring,compassionate,ambitious,optimistic",lawyer," Pottery ,Sewing ,Soap making ",Watcher;Chatter
1767,Raymond Johnson,female,61,"ambitious,compassionate,caring,optimistic",teacher," Photography ,Pottery ,Sculpting ",Critic;Chatter
1768,Ruby Darling,female,39,"fun-loving,creative,practical,energetic,patient",lawyer," Gardening ,Leatherworking ,Bookbinding ,Jewelry making ",Watcher;Explorer;Chatter;Poster
1769,Lily Barker,female,42,"fun-loving,energetic,compassionate,patient",doctor," Calligraphy ,Jewelry making ",Watcher;Critic
1770,Isaac Gibson,male,69,"creative,adventurous",student," Reptile keeping ,Woodworking ",Explorer;Critic
1771,Robert Lee,male,60,"fun-loving,practical,adventurous",musician," Model building ,Rock tumbling ",Chatter
1772,Gavin Barber,female,50,"compassionate,adventurous,energetic,practical,patient",doctor," Leatherworking ,Lock picking ",Watcher;Explorer;Chatter;Poster
1773,Nora Darling,male,33,"caring,compassionate,ambitious,optimistic",writer," Whittling ,Vehicle restoration ",Critic
1774,Victoria Donaldson,male,21,"adventurous,independent,creative",scientist," Soap making ,Skateboarding ",Explorer;Poster
1775,Charlotte Roberts,female,33,"energetic,adventurous,practical",lawyer," Candle making ,Brewing ",Chatter;Poster
1776,Piper Alexander,female,49,"compassionate,creative,ambitious,practical,patient",photographer," Beekeeping ,Brewing ,Soap making ,Perfume making ",Watcher;Explorer;Critic;Poster
1777,Elizabeth Adams,male,59,"caring,patient,compassionate,optimistic",nurse," Wood carving ,Scrapbooking ",Watcher
1778,Elijah Turner,female,59,"compassionate,caring,ambitious,optimistic",lawyer," Jewelry making ,Model building ",Watcher;Poster
1779,Hazel Dixon,male,42,"energetic,adventurous,compassionate,practical",student," Animation ,Beekeeping ,Creative writing ",Watcher;Explorer
1780,Sarah Flores,female,59,"compassionate",teacher," Painting ,Beekeeping ",Critic;Chatter
1781,Kyle Dixon,male,58,"compassionate,caring,ambitious,optimistic",artist," Playing cards ,Embroidery ",Watcher;Critic;Poster
1782,Isabella Fitzpatrick,female,61,"compassionate,caring,ambitious,optimistic",entrepreneur," Crossword puzzles ,Model building ",Watcher;Explorer;Poster
1783,Ella Barker,male,27,"independent,ambitious,optimistic",scientist," Video game collecting ,Yoga ",Watcher;Critic;
1784,Mason Bowen,female,60,"independent,compassionate",writer," Jewelry making ,Baking ",Chatter
1785,Ella Bauer,male,33,"independent,energetic,patient",farmer," Gardening ,Knitting ",Watcher;Chatter
1786,Vincent Brown,female,49,"independent,creative,patient,empathetic",engineer," Traveling ,Cooking ,Hiking ",Explorer;Critic;Chatter
1787,Theodore Bell,female,53,"compassionate",teacher," Pottery ,Birdwatching ",Chatter
1788,Jade Dalton,female,62,"independent,adventurous,energetic",engineer," Woodworking ,Playing an instrument ",Explorer;Critic
1789,Timothy Burks,female,23,"fun-loving,creative,ambitious,empathetic,patient",writer," Card games ,Cooking ",Poster
1790,Nora Farmer,female,33,"compassionate,caring,practical,energetic,patient",teacher," Gardening ,Pottery ,Dancing ",Explorer;Chatter;Poster
1791,Jasmine Brock,male,38,"compassionate,practical,patient",retired," Bowling ,Fishing ,Photography ",Explorer;Poster
1792,Isla Powell,female,43,"independent,caring,ambitious,patient,empathetic",student," Playing musical instruments ,Calligraphy ,Floral arranging ",Watcher;Critic;Chatter
1793,Finnegan Dean,female,35,"compassionate,patient,empathetic",actor," Acting ,Stand-up comedy ",Watcher;Poster
1794,Katherine Bennett,female,24,"independent,fun-loving,caring,creative,energetic",retired," Rock climbing ,Pottery ",Watcher;Critic
1795,Willow Clark,female,66,"caring",artist," Knitting ,Quilting ",Critic
1796,Katherine Dawson,male,38,"independent,caring,ambitious,patient",farmer," Beekeeping ,Soap-making ",Watcher;Poster
1797,Elizabeth Clay,female,26,"compassionate,ambitious,patient",farmer," Candle-making ,Jewelry making ",Critic;Chatter
1798,Eleanor Gibson,male,25,"adventurous,creative,practical,energetic",farmer," Fishing ,Wood carving ",Chatter;Poster
1799,Ella Clay,female,31,"independent,compassionate,practical,energetic",teacher," Hiking ,Meditation ",Watcher;Chatter
1800,Zachary Durham,female,52,"compassionate,caring,ambitious,independent",photographer," Pickup trucks,Smartphones",Explorer;Poster
1801,Peter Bernard,male,56,"compassionate,patient,energetic,fun-loving,creative",lawyer," Scuba Diving,Boxing",Watcher
1802,Hannah Foster,female,27,"patient,caring,optimistic,fun-loving,empathetic",retired," Puzzles ,Goggles",Poster
1803,Addison Carlson,female,46,"practical,patient,compassionate,ambitious",retired," TVs ,Gardening Books",Explorer;Poster
1804,Piper Harris,male,55,"creative,ambitious",designer," Video Games ,Softball Gear",Explorer;Chatter;Poster
1805,Victoria Carlson,female,66,"caring,compassionate,patient,ambitious,optimistic",doctor," Grilling Tools ,Fishing Gear,Hunting",Watcher;Explorer;Critic;Poster
1806,Raymond Dunn,female,52,"caring,patient,compassionate,ambitious,independent",designer," Picnic Gear ,Golf clubs",Watcher;Explorer
1807,Zoe Turner,female,41,"ambitious,compassionate,caring,patient",retired," Makeup ,Fishing Gear",Critic;Chatter
1808,Hannah Evans,male,56,"fun-loving,patient,creative,independent,compassionate",musician," Ukuleles ,Outdoor lanterns",Watcher;Explorer;Critic
1809,Jonah Donaldson,male,51,"ambitious,patient,compassionate,independent,practical",farmer," Lamb Oraganizer,Skateboard",Critic;Chatter
1810,Grayson Dixon,male,43,"practical,caring,ambitious,patient",photographer," Vacuum tube,Gate barriers",Critic;Chatter;Poster
1811,Noah Turner,male,67,"compassionate,caring,patient,optimistic",photographer," PC",Watcher
1812,Ian Coleman,female,40,"creative",photographer," Traditional Furnitur",Explorer;Critic;Chatter
1813,Ella Carroll,male,40,"caring,compassionate,patient,optimistic",photographer," Critical Shopper",Watcher;Critic;Chatter
1814,Hannah Gibson,female,36,"fun-loving,independent,caring,ambitious",engineer," XL",Watcher;Chatter
1815,Alexander Cook,male,35,"independent,creative,energetic,patient,ambitious",musician,"film",Critic
1816,Peter Diaz,male,32,"creative,independent,ambitious",farmer,"Craft,Shaving oil",Watcher;Critic;Chatter
1817,Amelia Simmons,female,52,"caring",photographer,"Traditional sports,UK",Chatter
1818,Matthew Clarke,male,63,"ambitious,practical,caring,patient",engineer," Surround Sound System",Explorer
1819,Ian Fitzpatrick,female,65,"compassionate,creative,ambitious,independent,caring",actor,"performance Makeuup",Watcher
1820,Delilah Harris,male,46,"patient,empathetic",doctor," Astronomy ",Explorer
1821,Daisy Roberts,female,41,"practical,energetic,patient",farmer," Knitting ,Fishing ",Watcher;Critic;Poster
1822,Gabriel Barber,female,43,"fun-loving,creative,practical,energetic",artist," Charcoal ,Embroidery ",Critic;Chatter
1823,Grayson Diaz,male,45,"independent,compassionate",lawyer," Soap-making ,Gardening ",Watcher;Poster
1824,Matthew Blevins,male,63,"compassionate,ambitious,optimistic",entrepreneur," Real estate ,Antiquing ",Critic;Chatter;Poster
1825,Olivia Garcia,male,29,"creative,practical,energetic",teacher," Cooking ,Yoga ",Watcher;Critic;Poster
1826,Matthew Clay,male,23,"fun-loving,creative,energetic",teacher," Dogs ",Poster
1827,Hudson Barber,male,43,"compassionate,caring,energetic",writer," Telescopes ,Hand-lettering ",Watcher
1828,Elizabeth Coffey,female,45,"independent,creative,energetic,patient",designer," Orchids ,Pottery ",Watcher;Critic;Poster
1829,Daisy Collins,female,53,"independent,creative,patient,empathetic",teacher," Hiking ,Wine-making ",Watcher;Critic
1830,Owen Albert,female,34,"fun-loving,creative,practical,energetic",artist," Watercolors ,Woodworking ",Critic;Chatter
1831,Brooklyn Underwood,male,25,"compassionate,ambitious,optimistic",nurse," Knives ,Scuba diving ",Explorer;Critic
1832,Faith Bauer,male,39,"independent,creative,practical,energetic,patient,empathetic",writer," Board games ,Pottery ",Watcher;Critic
1833,Gavin Berg,male,44,"patient,empathetic",student," Virtual reality ,Knitting ",Watcher;Explorer
1834,Ian Boyd,male,36,"fun-loving,practical,energetic",artist," Photography ,Home brewing ",Watcher;Chatter;Poster
1835,Patrick Adams,male,49,"compassionate,ambitious,optimistic",farmer," Winemaking ,Jewelry making ",Watcher;Explorer;Critic
1836,Brooklyn Darling,female,43,"independent,creative,patient,empathetic",engineer," Bicycles ,Glassblowing ",Explorer;Chatter;Poster
1837,Charlotte Bass,female,34,"fun-loving,creative,patient,ambitious",writer," Tea ceremonies ,Urban exploration ",Explorer;Critic
1838,Christopher Bell,male,36,"creative,practical,energetic",doctor," Pottery ,Glass etching ",Chatter
1839,Georgia English,male,42,"fun-loving,creative,patient,empathetic",entrepreneur," Pickling ,Calligraphy ",Explorer;Poster
1840,Ryan Burns,female,45,"creative,energetic,practical,compassionate",entrepreneur," DIY projects ,Conservation ,Camp stoves ,Lawn Care",Watcher;Chatter;Poster
1841,Daisy Forbes,male,38,"fun-loving,energetic,patient",doctor," Off-roading ,Gardening ,Hunting ,Gift cards ",Explorer;Poster
1842,Willow Charles,female,34,"fun-loving,compassionate,ambitious,energetic",doctor," Gift cards ,Air purifiers ,Off-roading ,Hunting ",Watcher;Chatter
1843,Theodore Buck,male,50,"optimistic,adventurous,confident",retired," New Baby ,Wedding ,Medicine ",Critic;Poster
1844,Kyle Dawson,female,35,"fun-loving,ambitious,compassionate,caring",teacher," Gardening ",Watcher
1845,David Fraser,male,23,"creative,optimistic,adventurous",designer," Kitchen Appliances ,Tools ,Air purifiers ",Critic
1846,Willow Dunn,female,36,"practical,energetic,ambitious,optimistic",designer," Kitchen Appliances ,Baby goods ",Watcher;Chatter
1847,Theodore Simmons,female,39,"fun-loving,compassionate,caring,adventurous",artist," Camping Equipment ,Gift cards ",Watcher;Explorer;Chatter
1848,Luke Gibson,female,38,"compassionate,caring,ambitious",doctor," Picnicking ,Baby goods ",Chatter
1849,Felix Durham,male,27,"fun-loving,compassionate,energetic,optimistic",designer," Medicine ",Watcher;Critic;Chatter
1850,Grace Powell,female,34,"compassionate,ambitious,practical,energetic,caring",writer," Video Gaming ,Picnicking ",Watcher;Poster
1851,David Diaz,female,60,"good at recommendations, popular, enthusiastic, humorous, and good at live streaming",network anchor,"travel, food, books, and movies",Explorer;Critic;Poster
1852,David Carey,female,50,"independent,compassionate,caring,practical,energetic",farmer," Gardening ,Lawn Care ",Critic;Chatter
1853,Xavier Gibson,female,29,"compassionate,caring,practical,energetic,ambitious",nurse," Gardening ,Medicine ",Watcher;Explorer;Critic
1854,Lucy Ewing,female,41,"fun-loving,practical,adventurous",photographer," Camping Equipment ,Gardening ,Conservation ,Baby goods ",Watcher;Critic
1855,Victoria Anderson,female,37,"compassionate,caring,adventurous,energetic,patient",farmer," Camping Equipment ,Air purifiers ,Conservations ",Watcher;Explorer
1856,Sadie Ewing,male,61,"fun-loving,practical,ambitious,optimistic,energetic",musician," Outdoor cooking ,Air purifiers ",Watcher
1857,Taylor Blevins,female,59,"compassionate,adventurous,energetic,patient",photographer," Hunting ,Gardening ",Watcher;Explorer
1858,Faith Bennett,male,66,"adventurous",photographer," Off-roading ,Hunting ",Explorer
1859,Blake Burns,male,26,"creative,ambitious",actor," Camping Equipment ,Picnicking ",Watcher;Poster
1860,Hunter Cochran,male,45,"caring,ambitious",artist,"Sculpting,Woodworking,Gardening,Sewing,Playing musical instruments",Poster
1861,Charlotte Fisher,female,45,"independent,creative,practical",nurse,"Book restoration,Baking,Calligraphy",Watcher;Poster
1862,Daisy Farmer,male,25,"fun-loving,energetic,empathetic",farmer,"Cooking,Candle making",Watcher
1863,George Ferguson,male,51,"independent,creative,ambitious,compassionate",scientist,"Woodworking,Electronics,Biking,Playing musical instruments,Brewing",Critic;Poster
1864,Harper Bennett,female,46,"compassionate,caring,ambitious,optimistic",photographer,"Hiking,Knitting,Jewelry making,Retro gaming",Watcher;Critic;Poster
1865,Owen Cody,male,43,"fun-loving,energetic",engineer,"Camping,Barbecuing,Video gaming,Astronomy",Watcher
1866,Jade Morgan,female,29,"independent,creative,compassionate,ambitious,optimistic",retired,"Cycling,Yoga,Reading,Volunteering,Ceramics,Board games,Birdwatching",Watcher;Explorer;Critic;Chatter;Poster
1867,Rachel Durham,male,36,"energetic,patient,empathetic",lawyer,"Writing,Photography,Cooking,Painting,Horticulture",Watcher;Explorer;Critic
1868,Noah Eaton,female,42,"compassionate,caring,ambitious,patient",student,"Organizing events,Playing musical instruments,Sewing,Astrology,Lego building",Watcher;Critic;Poster
1869,Zachary Byrd,female,39,"independent,creative,energetic,patient",doctor,"Traveling,Extreme sports,Astronomy,Rock climbing,Sustainable living",Watcher;Explorer;Chatter
1870,Kevin Cochran,male,44,"fun-loving,patient",designer,"Gaming,Fencing,Home brewing",Poster
1871,Henry Grant,female,53,"independent,creative,compassionate,practical,patient",nurse,"Antiquing,Pottery,Book binding,Calligraphy,Quilting",Explorer;Critic
1872,Simon Blanks,male,44,"fun-loving,energetic",designer,"Action figures,Cosplaying,Painting miniatures,Collecting model trains,Rappelling",Explorer;Chatter;Poster
1873,Hazel Blair,male,58,"compassionate,ambitious,patient",actor,"Scuba diving,Cooking,Birdwatching,Metalworking,Stamp collecting",Critic;Poster
1874,Piper Bauer,male,29,"creative,fun-loving,practical",retired,"Archery,Kayaking,Beekeeping",Watcher
1875,Bennett Berry,male,35,"energetic,patient,empathetic",designer,"Pottery,Urban exploration,Stand-up comedy,Stone skipping,Miniature golf",Watcher
1876,Sarah Burns,male,30,"fun-loving,compassionate,ambitious",farmer,"Origami,Beekeeping,Playing musical instruments,Traveling,Beekeeping",Chatter
1877,Isabella Charles,male,41,"independent,creative,patient",actor,"Vehicle restoration,Gunsmithing,Candle making,Skateboarding,Cardistry",Poster
1878,Kyle Burks,male,46,"compassionate,ambitious",musician,"Wood carving,Toy collecting,Kite flying,Playing musical instruments,Lego building",Critic;Chatter
1879,Ella Chase,male,39,"fun-loving,creative,empathetic,practical,energetic,patient",photographer,"Fitness,Digital painting,Reading,Astronomy,Gaming",Watcher;Explorer;Chatter;Poster
1880,Vincent Fraser,male,42,"creative,practical,ambitious,patient,compassionate",student," Video Games ,Skydiving ",Chatter;Poster
1881,Ava Walker,female,55,"fun-loving,energetic,patient,compassionate,ambitious",designer," Knitting needles ,Running shoes ",Watcher;Poster
1882,Hudson Gibson,male,35,"practical,optimistic,energetic,independent,compassionate",designer," Watches ",Watcher
1883,Christopher Burks,male,45,"fun-loving,creative,ambitious",artist," Electric kettles ,Bathroom scales ",Chatter
1884,Brooklyn Bernard,male,48,"compassionate,empathetic,independent",designer," Art supplies ",Watcher;Critic
1885,Robert Carroll,female,39,"caring,creative,patient,compassionate",actor," DVD players ",Critic
1886,William Smith,female,58,"compassionate,caring,energetic,independent,patient",engineer," Remote control cars ,Fishing rods ",Chatter
1887,Charlotte Harris,male,36," empowering,energetic,independent,patient ",photographer,"  Kids  ",Poster
1888,Caleb English,male,26,"fun-loving,energetic,independent,ambitious",engineer," Outdoor ,Nonfiction ",Poster
1889,Ryan Lawson,male,47,"ambitious",nurse," Kids ",Watcher
1890,Mason Fowler,male,29,"independent,compassionate",photographer," Kitchen Appliances ",Critic
1891,Willow Gonzalez,female,43,"independent,creative,patient,caring",doctor," Chewing gums ",Watcher;Poster
